"Timestamp","Please provide your Worker's ID.","All the agents know which goal they are trying to reach.","Multiple agents may all be trying to reach the same goal.","The goals have different colors in the grid-world environment.","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Green Agent's goal?","Which one is the Red Agent's goal?","","","","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","Which one is the Blue Agent's goal?","Which one is the Magenta Agent's goal?","Which one is the Yellow Agent's goal?","","","","Confirm your Worker's ID."
"2021/08/23 2:30:37 PM AST","AOO02UBTT9JIY","True","True","True","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","B","A","B","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","Tomato","A","B","A","AOO02UBTT9JIY"
"2021/08/23 2:31:23 PM AST","AGTF54E2Z3J8","True","True","True","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","B","Tomato","Plate","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Lettuce","Tomato","Plate","Lettuce","Plate","Plate","Tomato","Lettuce","Plate","Lettuce","None","Plate","Tomato","None","Plate","Tomato","Tomato","Plate","Tomato","Tomato","Tomato","Lettuce","Tomato","B","A","B","AGTF54E2Z3J8"
"2021/08/23 2:32:46 PM AST","A281QLSASN8C5Q","True","True","True","Circle goal","Triangle goal","Circle goal","Square goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","A","B","B","Plate","Tomato","Lettuce","Plate","Lettuce","Lettuce","Tomato","Tomato","Lettuce","Tomato","Plate","Lettuce","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Tomato","Lettuce","Tomato","Plate","Plate","Tomato","Tomato","Tomato","Plate","Lettuce","Lettuce","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","B","A","B","A281QLSASN8C5Q"
"2021/08/23 2:34:28 PM AST","A2BSUFWWI4B0K0","True","True","True","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Square goal","Square goal","Triangle goal","Square goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Square goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Square goal","A","B","B","Lettuce","Tomato","None","Lettuce","Tomato","Tomato","Lettuce","Tomato","None","Plate","Tomato","Lettuce","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","None","Plate","Lettuce","Tomato","Plate","Plate","Lettuce","None","Lettuce","Tomato","Plate","Plate","Tomato","None","Plate","Lettuce","Tomato","A","B","B","A2BSUFWWI4B0K0"
"2021/08/23 2:38:55 PM AST","A2YBG9J4Z9W9R6","True","True","True","Triangle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Circle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Triangle goal","Square goal","A","B","A","Tomato","Plate","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Plate","Plate","Plate","Lettuce","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","Tomato","Lettuce","Tomato","Plate","Lettuce","Plate","Plate","Tomato","Lettuce","Plate","Lettuce","Plate","Plate","Lettuce","Lettuce","Tomato","Plate","Lettuce","A","B","A","A2YBG9J4Z9W9R6"
"2021/08/23 2:39:07 PM AST","A3HEZGOXWMM94Z","True","True","False","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","B","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","None","Plate","Lettuce","None","None","None","Tomato","Plate","None","None","Plate","None","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","Lettuce","None","None","None","None","Plate","None","None","Tomato","Plate","Plate","B","A","A","A3HEZGOXWMM94Z"
"2021/08/23 2:39:25 PM AST","A3BGFCW54FYV0A","True","True","False","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","A","B","A","Tomato","Lettuce","Lettuce","Plate","Lettuce","Lettuce","Plate","Tomato","Lettuce","None","None","None","None","None","None","Plate","None","Plate","None","None","None","Plate","Lettuce","None","Plate","Lettuce","None","None","None","None","None","None","None","Tomato","Plate","Plate","B","A","A","A3BGFCW54FYV0A"
"2021/08/23 2:44:53 PM AST","A9CT5A02PWNBA","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","Lettuce","Lettuce","Plate","Tomato","Plate","Plate","Lettuce","Plate","Plate","Tomato","None","Plate","Lettuce","None","Plate","Lettuce","None","Plate","Tomato","Tomato","Plate","Tomato","Plate","Tomato","Lettuce","Plate","B","A","B","A9CT5A02PWNBA"
"2021/08/23 2:48:07 PM AST","A2OZNRYH5VPN24","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","A","B","A","Tomato","Lettuce","Plate","Tomato","Plate","Lettuce","Plate","Tomato","Lettuce","Tomato","Plate","Lettuce","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Tomato","Lettuce","Tomato","Lettuce","Plate","Plate","Lettuce","Tomato","Tomato","Lettuce","Plate","Plate","Lettuce","Tomato","Tomato","Lettuce","Plate","B","A","B","A2OZNRYH5VPN24"
"2021/08/23 2:50:24 PM AST","A2EAD9YV4ZC0SA","True","False","False","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","A","None","None","None","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","None","None","None","Plate","None","Lettuce","Plate","Lettuce","Tomato","Plate","None","Lettuce","Plate","Lettuce","None","Plate","Lettuce","None","Plate","None","Lettuce","Plate","Tomato","Lettuce","Plate","Lettuce","Tomato","A","A","A","A2EAD9YV4ZC0SA"
"2021/08/23 3:03:42 PM AST","A3REKHA9ARCE9H","True","True","True","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","B","A","A","Tomato","Plate","Lettuce","Lettuce","Plate","Lettuce","Lettuce","Tomato","Tomato","Plate","Lettuce","Tomato","Lettuce","Plate","Tomato","Tomato","Plate","Lettuce","Plate","Lettuce","Tomato","Tomato","Lettuce","Plate","Plate","Lettuce","Tomato","Tomato","Plate","Lettuce","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","B","A","B","A3REKHA9ARCE9H"
"2021/08/23 3:14:14 PM AST","AFYT6L1P2M62G","True","True","True","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","A","B","B","Tomato","Plate","Lettuce","Plate","Lettuce","Tomato","Tomato","Plate","Lettuce","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Tomato","Plate","Lettuce","Plate","Lettuce","Tomato","Lettuce","Tomato","Plate","Lettuce","Plate","Lettuce","Tomato","Tomato","Lettuce","Plate","Plate","Tomato","Plate","A","B","A","AFYT6L1P2M62G"
"2021/08/23 3:49:38 PM AST","A2ST041VUNL4VZ","True","True","False","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","B","Tomato","Tomato","Lettuce","None","Tomato","Lettuce","None","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Tomato","None","Plate","None","Plate","Plate","Tomato","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Tomato","A","A","B","A2ST041VUNL4VZ"
"2021/08/23 3:49:46 PM AST","AB1HNFPU387M1","True","True","True","Triangle goal","Circle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Square goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Circle goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Square goal","Square goal","Circle goal","Circle goal","Square goal","Circle goal","Circle goal","B","A","B","Tomato","Plate","Tomato","Tomato","Lettuce","Tomato","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Lettuce","Plate","Tomato","Tomato","Tomato","Plate","Tomato","Plate","Plate","Tomato","Plate","Tomato","Lettuce","Tomato","Plate","Tomato","Plate","Plate","Tomato","Lettuce","Plate","A","A","B","AB1HNFPU387M1"
"2021/08/23 3:50:18 PM AST","A28M6JC399BIL8","False","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","B","B","Tomato","Tomato","Lettuce","Plate","None","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Lettuce","None","Tomato","Lettuce","None","Plate","Lettuce","None","Tomato","Tomato","Plate","Tomato","Tomato","Tomato","Tomato","Lettuce","Tomato","B","A","B","A28M6JC399BIL8"
"2021/08/23 3:50:39 PM AST","A1321C2B1LZ3P8","True","True","False","Square goal","Triangle goal","Square goal","Square goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Square goal","Square goal","Triangle goal","Square goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Square goal","Triangle goal","Square goal","Triangle goal","Triangle goal","Square goal","Square goal","Triangle goal","Square goal","Triangle goal","A","B","A","Tomato","Lettuce","Tomato","Lettuce","Lettuce","Tomato","Tomato","Tomato","Lettuce","Lettuce","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Lettuce","Tomato","Lettuce","Tomato","None","Tomato","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","Tomato","Lettuce","Tomato","B","B","B","A1321C2B1LZ3P8"
"2021/08/23 3:51:29 PM AST","A1OPHL4PNSOV3","True","True","True","Circle goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","Circle goal","A","A","A","None","None","None","None","None","Lettuce","Plate","None","Lettuce","None","None","None","Plate","Plate","None","Plate","Lettuce","None","None","None","None","None","None","None","None","None","None","Tomato","None","None","None","None","None","None","None","None","A","A","A","A1OPHL4PNSOV3"
"2021/08/23 3:51:36 PM AST","A6D72VRRDX4L","True","True","False","Triangle goal","Triangle goal","Circle goal","Circle goal","Square goal","Square goal","Circle goal","Circle goal","Square goal","Triangle goal","Square goal","Triangle goal","Circle goal","Square goal","Circle goal","Circle goal","Circle goal","Square goal","Triangle goal","Square goal","Circle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Square goal","Circle goal","A","B","A","Lettuce","Lettuce","Plate","Plate","Lettuce","Lettuce","Tomato","Tomato","Tomato","Plate","Lettuce","Plate","Plate","Lettuce","Lettuce","Tomato","Lettuce","Plate","Plate","Lettuce","Plate","Plate","Tomato","Tomato","Lettuce","Tomato","Lettuce","Lettuce","Lettuce","Plate","Tomato","Plate","Lettuce","Lettuce","Lettuce","Tomato","A","B","B","A6D72VRRDX4L"
"2021/08/23 3:54:30 PM AST","A3M0LK7GWZ9B1R","True","True","True","Triangle goal","Square goal","Circle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Triangle goal","Triangle goal","Circle goal","Square goal","Triangle goal","Circle goal","Square goal","Square goal","Circle goal","Triangle goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Square goal","Circle goal","Triangle goal","Square goal","Triangle goal","Circle goal","A","B","A","None","Plate","Lettuce","Plate","Plate","Lettuce","Plate","Tomato","Lettuce","Tomato","Plate","Lettuce","Plate","Plate","Lettuce","Plate","Tomato","Lettuce","Plate","Plate","None","Tomato","Lettuce","None","Plate","Lettuce","None","None","None","None","Tomato","Plate","Plate","Tomato","Lettuce","Plate","B","A","B","A3M0LK7GWZ9B1R"
"2021/08/23 3:55:17 PM AST","AXSTFGCRZSNR6","True","True","True","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Triangle goal","Triangle goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Square goal","Circle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Triangle goal","Square goal","Circle goal","Circle goal","Triangle goal","Triangle goal","Circle goal","Circle goal","Circle goal","Triangle goal","Triangle goal","B","A","B","Tomato","Tomato","Lettuce","Plate","Tomato","Lettuce","Plate","Tomato","Lettuce","None","None","None","Lettuce","Lettuce","Lettuce","Plate","Lettuce","Plate","Plate","Tomato","None","Plate","Lettuce","None","Tomato","Plate","None","Lettuce","Lettuce","None","Lettuce","Lettuce","Lettuce","Plate","Lettuce","Tomato","B","A","A","AXSTFGCRZSNR6"
